Time,dx1,dx2,dx3,u1,u2,u3
273,8.85553e-14,4.44871e-14,-5.42707e-09,0.27049,0.62082,0.33979
274,6.63319e-14,4.80061e-14,-4.04716e-09,0.27049,0.62082,0.33979
275,4.63736e-14,4.98743e-14,-2.81165e-09,0.27049,0.62082,0.33979
276,2.86828e-14,5.17851e-14,-1.71671e-09,0.27049,0.62082,0.33979
277,1.31472e-14,5.24708e-14,-7.57153e-10,0.27049,0.62082,0.33979
278,-2.87989e-16,5.21799e-14,7.33565e-11,0.27049,0.62082,0.33979
279,-1.17358e-14,5.11328e-14,7.82026e-10,0.27049,0.62082,0.33979
280,-2.14171e-14,4.95213e-14,1.37671e-09,0.27049,0.62082,0.33979
281,-2.93526e-14,4.75051e-14,1.86572e-09,0.27049,0.62082,0.33979
282,-3.57211e-14,4.52267e-14,2.2576e-09,0.27049,0.62082,0.33979
283,-4.0701e-14,4.28039e-14,2.56104e-09,0.27049,0.62082,0.33979
284,-4.43276e-14,3.89364e-14,2.78467e-09,0.27049,0.62082,0.33979
285,-4.69059e-14,3.66396e-14,2.937e-09,0.27049,0.62082,0.33979
286,-4.83613e-14,3.30259e-14,3.02626e-09,0.27049,0.62082,0.33979
287,-4.89554e-14,2.96885e-14,3.0604e-09,0.27049,0.62082,0.33979
288,-4.87819e-14,2.66501e-14,3.04695e-09,0.27049,0.62082,0.33979
289,-4.79674e-14,2.39257e-14,2.99303e-09,0.27049,0.62082,0.33979
290,-4.66049e-14,2.15213e-14,2.90528e-09,0.27049,0.62082,0.33979
291,-4.47945e-14,1.80411e-14,2.78984e-09,0.27049,0.62082,0.33979
292,-4.26478e-14,1.64107e-14,2.65233e-09,0.27049,0.62082,0.33979
293,-4.01799e-14,1.36728e-14,2.4979e-09,0.27049,0.62082,0.33979
294,-3.75009e-14,1.1353e-14,2.33115e-09,0.27049,0.62082,0.33979
295,-3.47196e-14,9.42174e-15,2.1562e-09,0.27049,0.62082,0.33979
296,-3.18434e-14,6.45026e-15,1.97667e-09,0.27049,0.62082,0.33979
297,-2.89497e-14,5.33995e-15,1.79573e-09,0.27049,0.62082,0.33979
298,-2.60448e-14,3.11389e-15,1.61611e-09,0.27049,0.62082,0.33979
299,-2.32806e-14,2.67614e-15,1.44012e-09,0.27049,0.62082,0.33979
300,-2.05049e-14,1.04781e-15,1.26967e-09,0.27049,0.62082,0.33979
301,-1.7902e-14,-2.55455e-16,1.10634e-09,0.27049,0.62082,0.33979
302,-1.53715e-14,-1.27625e-15,9.51359e-10,0.27049,0.62082,0.33979
303,-1.30382e-14,-2.04707e-15,8.05678e-10,0.27049,0.62082,0.33979
